id	family	kind	rel_path	route	target	mode	status	reason	source_patch	effective_patch
2	Staging	tkg-patches	Staging/0002-winelib-Append-Staging-at-the-end-of-the-version-s.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: configure.ac: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/Staging/0002-winelib-Append-Staging-at-the-end-of-the-version-s.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/Staging/0002-winelib-Append-Staging-at-the-end-of-the-version-s.patch
3	advapi32-Token_Integrity_Level	tkg-patches	advapi32-Token_Integrity_Level/0001-advapi32-tests-Extend-security-label-token-integrity.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: dlls/advapi32/tests/security.c: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/advapi32-Token_Integrity_Level/0001-advapi32-tests-Extend-security-label-token-integrity.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/advapi32-Token_Integrity_Level/0001-advapi32-tests-Extend-security-label-token-integrity.patch
4	advapi32-Token_Integrity_Level	tkg-patches	advapi32-Token_Integrity_Level/0004-server-Implement-token-integrity-level.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: server/token.c: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/advapi32-Token_Integrity_Level/0004-server-Implement-token-integrity-level.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/advapi32-Token_Integrity_Level/0004-server-Implement-token-integrity-level.patch
41	dbghelp-Debug_Symbols	tkg-patches	dbghelp-Debug_Symbols/0001-dbghelp-Always-check-for-debug-symbols-in-BINDIR.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: dlls/dbghelp/Makefile.in: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/dbghelp-Debug_Symbols/0001-dbghelp-Always-check-for-debug-symbols-in-BINDIR.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/dbghelp-Debug_Symbols/0001-dbghelp-Always-check-for-debug-symbols-in-BINDIR.patch
45	dinput-joy-mappings	tkg-patches	dinput-joy-mappings/0001-dinput-Allow-empty-Joystick-mappings.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: dlls/dinput/tests/device8.c: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/dinput-joy-mappings/0001-dinput-Allow-empty-Joystick-mappings.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/dinput-joy-mappings/0001-dinput-Allow-empty-Joystick-mappings.patch
46	dinput-joy-mappings	tkg-patches	dinput-joy-mappings/0002-dinput-Support-username-in-Config-dialog.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: dlls/dinput/dinput_private.h: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/dinput-joy-mappings/0002-dinput-Support-username-in-Config-dialog.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/dinput-joy-mappings/0002-dinput-Support-username-in-Config-dialog.patch
47	dinput-joy-mappings	tkg-patches	dinput-joy-mappings/0003-dinput-Dont-allow-Fixed-actions-to-be-changed.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: dlls/dinput/config.c: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/dinput-joy-mappings/0003-dinput-Dont-allow-Fixed-actions-to-be-changed.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/dinput-joy-mappings/0003-dinput-Dont-allow-Fixed-actions-to-be-changed.patch
76	dsound-Fast_Mixer	tkg-patches	dsound-Fast_Mixer/0001-dsound-Add-a-linear-resampler-for-use-with-a-large-n.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: dlls/dsound/mixer.c: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/dsound-Fast_Mixer/0001-dsound-Add-a-linear-resampler-for-use-with-a-large-n.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/dsound-Fast_Mixer/0001-dsound-Add-a-linear-resampler-for-use-with-a-large-n.patch
291	mfplat-streaming-support	tkg-patches	mfplat-streaming-support/0025-winegstreamer-Report-streams-backwards-in-media-sour.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: dlls/winegstreamer/media_source.c: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/mfplat-streaming-support/0025-winegstreamer-Report-streams-backwards-in-media-sour.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/mfplat-streaming-support/0025-winegstreamer-Report-streams-backwards-in-media-sour.patch
292	mfplat-streaming-support	tkg-patches	mfplat-streaming-support/0038-winegstreamer-In-the-default-configuration-select-on.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: dlls/winegstreamer/media_source.c: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/mfplat-streaming-support/0038-winegstreamer-In-the-default-configuration-select-on.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/mfplat-streaming-support/0038-winegstreamer-In-the-default-configuration-select-on.patch
298	mshtml-adobe	tkg-patches	mshtml-adobe/0003-mshtml-msxml3-tests-Add-tests-for-XMLSerializer-and-.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: dlls/msxml3/tests/domdoc.c: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/mshtml-adobe/0003-mshtml-msxml3-tests-Add-tests-for-XMLSerializer-and-.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/mshtml-adobe/0003-mshtml-msxml3-tests-Add-tests-for-XMLSerializer-and-.patch
301	msxml3-FreeThreadedXMLHTTP60	tkg-patches	msxml3-FreeThreadedXMLHTTP60/0002-msxml3-Implement-FreeThreadedXMLHTTP60.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: dlls/msxml3/Makefile.in: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/msxml3-FreeThreadedXMLHTTP60/0002-msxml3-Implement-FreeThreadedXMLHTTP60.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/msxml3-FreeThreadedXMLHTTP60/0002-msxml3-Implement-FreeThreadedXMLHTTP60.patch
302	msxml3-FreeThreadedXMLHTTP60	tkg-patches	msxml3-FreeThreadedXMLHTTP60/0003-msxml3-Implement-IXMLHTTPRequest3-SetProperty.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: dlls/msxml3/httprequest.c: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/msxml3-FreeThreadedXMLHTTP60/0003-msxml3-Implement-IXMLHTTPRequest3-SetProperty.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/msxml3-FreeThreadedXMLHTTP60/0003-msxml3-Implement-IXMLHTTPRequest3-SetProperty.patch
303	msxml3-FreeThreadedXMLHTTP60	tkg-patches	msxml3-FreeThreadedXMLHTTP60/0004-msxml3-Correct-xml_http_request_2_GetResponseHeader.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: dlls/msxml3/httprequest.c: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/msxml3-FreeThreadedXMLHTTP60/0004-msxml3-Correct-xml_http_request_2_GetResponseHeader.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/msxml3-FreeThreadedXMLHTTP60/0004-msxml3-Correct-xml_http_request_2_GetResponseHeader.patch
304	msxml3-FreeThreadedXMLHTTP60	tkg-patches	msxml3-FreeThreadedXMLHTTP60/0005-msxml3-Treat-body-as-data-array-in-xml_http_request_.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: dlls/msxml3/httprequest.c: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/msxml3-FreeThreadedXMLHTTP60/0005-msxml3-Treat-body-as-data-array-in-xml_http_request_.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/msxml3-FreeThreadedXMLHTTP60/0005-msxml3-Treat-body-as-data-array-in-xml_http_request_.patch
305	msxml3-FreeThreadedXMLHTTP60	tkg-patches	msxml3-FreeThreadedXMLHTTP60/0006-msxml3-Try-to-get-body-size-from-stream-in-xml_http_.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: dlls/msxml3/httprequest.c: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/msxml3-FreeThreadedXMLHTTP60/0006-msxml3-Try-to-get-body-size-from-stream-in-xml_http_.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/msxml3-FreeThreadedXMLHTTP60/0006-msxml3-Try-to-get-body-size-from-stream-in-xml_http_.patch
306	msxml3-FreeThreadedXMLHTTP60	tkg-patches	msxml3-FreeThreadedXMLHTTP60/0007-msxml3-Don-t-fail-xml_http_request_2_IRtwqAsyncCallb.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: dlls/msxml3/httprequest.c: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/msxml3-FreeThreadedXMLHTTP60/0007-msxml3-Don-t-fail-xml_http_request_2_IRtwqAsyncCallb.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/msxml3-FreeThreadedXMLHTTP60/0007-msxml3-Don-t-fail-xml_http_request_2_IRtwqAsyncCallb.patch
317	ntdll-Hide_Wine_Exports	tkg-patches	ntdll-Hide_Wine_Exports/0001-ntdll-Add-support-for-hiding-wine-version-informatio.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: dlls/ntdll/loader.c: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/ntdll-Hide_Wine_Exports/0001-ntdll-Add-support-for-hiding-wine-version-informatio.patch	/home/mikhail/winlator-wine-proton-arm64ec-wcp/ci/wine11-arm64ec/patch-overrides/wave6-selective-rebase/317.patch
318	ntdll-Junction_Points	tkg-patches	ntdll-Junction_Points/0024-ntdll-Add-support-for-creating-Unix-Linux-symlinks.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: include/winnt.h: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/ntdll-Junction_Points/0024-ntdll-Add-support-for-creating-Unix-Linux-symlinks.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/ntdll-Junction_Points/0024-ntdll-Add-support-for-creating-Unix-Linux-symlinks.patch
319	ntdll-Junction_Points	tkg-patches	ntdll-Junction_Points/0025-ntdll-Report-regular-Unix-symlinks-as-WSL-Linux-Unix.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: dlls/ntdll/unix/file.c: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/ntdll-Junction_Points/0025-ntdll-Report-regular-Unix-symlinks-as-WSL-Linux-Unix.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/ntdll-Junction_Points/0025-ntdll-Report-regular-Unix-symlinks-as-WSL-Linux-Unix.patch
321	ntdll-NtQueryVirtualMemory	tkg-patches	ntdll-NtQueryVirtualMemory/0005-ntdll-tests-Add-test-to-ensure-section-name-is-full-.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: dlls/ntdll/tests/info.c: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/ntdll-NtQueryVirtualMemory/0005-ntdll-tests-Add-test-to-ensure-section-name-is-full-.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/ntdll-NtQueryVirtualMemory/0005-ntdll-tests-Add-test-to-ensure-section-name-is-full-.patch
323	ntdll-NtQueryVirtualMemory	tkg-patches	ntdll-NtQueryVirtualMemory/0009-ntdll-Fixup-builtin-dll-names-in-get_section_name.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: dlls/ntdll/unix/virtual.c: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/ntdll-NtQueryVirtualMemory/0009-ntdll-Fixup-builtin-dll-names-in-get_section_name.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/ntdll-NtQueryVirtualMemory/0009-ntdll-Fixup-builtin-dll-names-in-get_section_name.patch
324	ntdll-RtlQueryPackageIdentity	tkg-patches	ntdll-RtlQueryPackageIdentity/0003-ntdll-tests-Add-basic-tests-for-RtlQueryPackageIdent.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: dlls/ntdll/tests/rtl.c: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/ntdll-RtlQueryPackageIdentity/0003-ntdll-tests-Add-basic-tests-for-RtlQueryPackageIdent.patch	/home/mikhail/winlator-wine-proton-arm64ec-wcp/ci/wine11-arm64ec/patch-overrides/wave6-selective-rebase/324.patch
325	ntdll-Serial_Port_Detection	tkg-patches	ntdll-Serial_Port_Detection/0001-ntdll-Do-a-device-check-before-returning-a-default-s.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: dlls/mountmgr.sys/unixlib.c: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/ntdll-Serial_Port_Detection/0001-ntdll-Do-a-device-check-before-returning-a-default-s.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/ntdll-Serial_Port_Detection/0001-ntdll-Do-a-device-check-before-returning-a-default-s.patch
330	nvapi-Stub_DLL	tkg-patches	nvapi-Stub_DLL/0001-nvapi-First-implementation.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: configure.ac: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/nvapi-Stub_DLL/0001-nvapi-First-implementation.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/nvapi-Stub_DLL/0001-nvapi-First-implementation.patch
348	nvapi-Stub_DLL	tkg-patches	nvapi-Stub_DLL/0019-wined3d-Make-depth-bounds-test-into-a-proper-state.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: dlls/wined3d/wined3d_private.h: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/nvapi-Stub_DLL/0019-wined3d-Make-depth-bounds-test-into-a-proper-state.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/nvapi-Stub_DLL/0019-wined3d-Make-depth-bounds-test-into-a-proper-state.patch
349	nvapi-Stub_DLL	tkg-patches	nvapi-Stub_DLL/0020-d3d11-Introduce-a-COM-interface-to-retrieve-the-wine.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: dlls/d3d11/device.c: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/nvapi-Stub_DLL/0020-d3d11-Introduce-a-COM-interface-to-retrieve-the-wine.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/nvapi-Stub_DLL/0020-d3d11-Introduce-a-COM-interface-to-retrieve-the-wine.patch
350	nvapi-Stub_DLL	tkg-patches	nvapi-Stub_DLL/0021-nvapi-Implement-NvAPI_D3D11_SetDepthBoundsTest.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: dlls/wined3d/device.c: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/nvapi-Stub_DLL/0021-nvapi-Implement-NvAPI_D3D11_SetDepthBoundsTest.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/nvapi-Stub_DLL/0021-nvapi-Implement-NvAPI_D3D11_SetDepthBoundsTest.patch
380	server-Inherited_ACLs	tkg-patches	server-Inherited_ACLs/0001-server-Inherit-security-attributes-from-parent-direc.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: server/file.c: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/server-Inherited_ACLs/0001-server-Inherit-security-attributes-from-parent-direc.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/server-Inherited_ACLs/0001-server-Inherit-security-attributes-from-parent-direc.patch
381	server-PeekMessage	tkg-patches	server-PeekMessage/0001-server-Fix-handling-of-GetMessage-after-previous-Pee.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: server/queue.c: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/server-PeekMessage/0001-server-Fix-handling-of-GetMessage-after-previous-Pee.patch	/home/mikhail/winlator-wine-proton-arm64ec-wcp/ci/wine11-arm64ec/patch-overrides/wave6-selective-rebase/381.patch
382	server-Signal_Thread	tkg-patches	server-Signal_Thread/0001-server-Do-not-signal-thread-until-it-is-really-gone.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: server/thread.c: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/server-Signal_Thread/0001-server-Do-not-signal-thread-until-it-is-really-gone.patch	/home/mikhail/winlator-wine-proton-arm64ec-wcp/ci/wine11-arm64ec/patch-overrides/wave6-selective-rebase/382.patch
387	server-Stored_ACLs	tkg-patches	server-Stored_ACLs/0005-server-Store-file-security-attributes-with-extended-.patch	wine	/home/mikhail/wcp-sources/andre-wine11-arm64ec	pending	pending	error: server/file.c: patch does not apply	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/server-Stored_ACLs/0005-server-Store-file-security-attributes-with-extended-.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/server-Stored_ACLs/0005-server-Store-file-security-attributes-with-extended-.patch
