id	family	kind	rel_path	stage	risk	overlap_count	route	source_patch	effective_patch	override_used
2	Staging	tkg-patches	Staging/0002-winelib-Append-Staging-at-the-end-of-the-version-s.patch	0	medium	1	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/Staging/0002-winelib-Append-Staging-at-the-end-of-the-version-s.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/Staging/0002-winelib-Append-Staging-at-the-end-of-the-version-s.patch	no
3	advapi32-Token_Integrity_Level	tkg-patches	advapi32-Token_Integrity_Level/0001-advapi32-tests-Extend-security-label-token-integrity.patch	3	medium	1	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/advapi32-Token_Integrity_Level/0001-advapi32-tests-Extend-security-label-token-integrity.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/advapi32-Token_Integrity_Level/0001-advapi32-tests-Extend-security-label-token-integrity.patch	no
4	advapi32-Token_Integrity_Level	tkg-patches	advapi32-Token_Integrity_Level/0004-server-Implement-token-integrity-level.patch	1	high	3	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/advapi32-Token_Integrity_Level/0004-server-Implement-token-integrity-level.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/advapi32-Token_Integrity_Level/0004-server-Implement-token-integrity-level.patch	no
32	d3dx9-setrawvalue	tkg-patches	d3dx9-setrawvalue/0001-d3dx9-Add-support-for-setting-vec-2-3-effect-paramet.patch	2	medium	2	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/d3dx9-setrawvalue/0001-d3dx9-Add-support-for-setting-vec-2-3-effect-paramet.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/d3dx9-setrawvalue/0001-d3dx9-Add-support-for-setting-vec-2-3-effect-paramet.patch	no
33	d3dx9-setrawvalue	tkg-patches	d3dx9-setrawvalue/0002-d3dx9-Add-partial-support-for-setting-D3DXPC_STRUCT-.patch	2	medium	1	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/d3dx9-setrawvalue/0002-d3dx9-Add-partial-support-for-setting-D3DXPC_STRUCT-.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/d3dx9-setrawvalue/0002-d3dx9-Add-partial-support-for-setting-D3DXPC_STRUCT-.patch	no
35	d3dx9_36-D3DXStubs	tkg-patches	d3dx9_36-D3DXStubs/0003-d3dx9-Implement-D3DXComputeTangent.patch	2	medium	21	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/d3dx9_36-D3DXStubs/0003-d3dx9-Implement-D3DXComputeTangent.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/d3dx9_36-D3DXStubs/0003-d3dx9-Implement-D3DXComputeTangent.patch	no
41	dbghelp-Debug_Symbols	tkg-patches	dbghelp-Debug_Symbols/0001-dbghelp-Always-check-for-debug-symbols-in-BINDIR.patch	3	medium	1	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/dbghelp-Debug_Symbols/0001-dbghelp-Always-check-for-debug-symbols-in-BINDIR.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/dbghelp-Debug_Symbols/0001-dbghelp-Always-check-for-debug-symbols-in-BINDIR.patch	no
45	dinput-joy-mappings	tkg-patches	dinput-joy-mappings/0001-dinput-Allow-empty-Joystick-mappings.patch	3	medium	2	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/dinput-joy-mappings/0001-dinput-Allow-empty-Joystick-mappings.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/dinput-joy-mappings/0001-dinput-Allow-empty-Joystick-mappings.patch	no
46	dinput-joy-mappings	tkg-patches	dinput-joy-mappings/0002-dinput-Support-username-in-Config-dialog.patch	3	medium	3	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/dinput-joy-mappings/0002-dinput-Support-username-in-Config-dialog.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/dinput-joy-mappings/0002-dinput-Support-username-in-Config-dialog.patch	no
47	dinput-joy-mappings	tkg-patches	dinput-joy-mappings/0003-dinput-Dont-allow-Fixed-actions-to-be-changed.patch	3	medium	1	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/dinput-joy-mappings/0003-dinput-Dont-allow-Fixed-actions-to-be-changed.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/dinput-joy-mappings/0003-dinput-Dont-allow-Fixed-actions-to-be-changed.patch	no
52	dmscript_enum_routine	tkg-patches	dmscript_enum_routine/0001-dmscript-IDirectMusicScript-EnumRoutine-return-S_FAL.patch	3	medium	1	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/dmscript_enum_routine/0001-dmscript-IDirectMusicScript-EnumRoutine-return-S_FAL.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/dmscript_enum_routine/0001-dmscript-IDirectMusicScript-EnumRoutine-return-S_FAL.patch	no
76	dsound-Fast_Mixer	tkg-patches	dsound-Fast_Mixer/0001-dsound-Add-a-linear-resampler-for-use-with-a-large-n.patch	2	medium	3	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/dsound-Fast_Mixer/0001-dsound-Add-a-linear-resampler-for-use-with-a-large-n.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/dsound-Fast_Mixer/0001-dsound-Add-a-linear-resampler-for-use-with-a-large-n.patch	no
282	kernel32-Debugger	tkg-patches	kernel32-Debugger/0001-kernel32-Always-start-debugger-on-WinSta0.patch	1	high	1	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/kernel32-Debugger/0001-kernel32-Always-start-debugger-on-WinSta0.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/kernel32-Debugger/0001-kernel32-Always-start-debugger-on-WinSta0.patch	no
284	krnl386.exe16-GDT_LDT_Emulation	tkg-patches	krnl386.exe16-GDT_LDT_Emulation/0001-krnl386.exe16-Emulate-GDT-and-LDT-access.patch	3	medium	1	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/krnl386.exe16-GDT_LDT_Emulation/0001-krnl386.exe16-Emulate-GDT-and-LDT-access.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/krnl386.exe16-GDT_LDT_Emulation/0001-krnl386.exe16-Emulate-GDT-and-LDT-access.patch	no
288	mf_http_support	tkg-patches	mf_http_support/0002-mf-tests-Add-network-bytestream-tests.patch	3	medium	1	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/mf_http_support/0002-mf-tests-Add-network-bytestream-tests.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/mf_http_support/0002-mf-tests-Add-network-bytestream-tests.patch	no
290	mf_http_support	tkg-patches	mf_http_support/0004-mf-Implement-and-use-HttpSchemePlugin.patch	2	medium	3	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/mf_http_support/0004-mf-Implement-and-use-HttpSchemePlugin.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/mf_http_support/0004-mf-Implement-and-use-HttpSchemePlugin.patch	no
291	mfplat-streaming-support	tkg-patches	mfplat-streaming-support/0025-winegstreamer-Report-streams-backwards-in-media-sour.patch	2	medium	1	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/mfplat-streaming-support/0025-winegstreamer-Report-streams-backwards-in-media-sour.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/mfplat-streaming-support/0025-winegstreamer-Report-streams-backwards-in-media-sour.patch	no
292	mfplat-streaming-support	tkg-patches	mfplat-streaming-support/0038-winegstreamer-In-the-default-configuration-select-on.patch	2	medium	1	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/mfplat-streaming-support/0038-winegstreamer-In-the-default-configuration-select-on.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/mfplat-streaming-support/0038-winegstreamer-In-the-default-configuration-select-on.patch	no
298	mshtml-adobe	tkg-patches	mshtml-adobe/0003-mshtml-msxml3-tests-Add-tests-for-XMLSerializer-and-.patch	3	medium	1	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/mshtml-adobe/0003-mshtml-msxml3-tests-Add-tests-for-XMLSerializer-and-.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/mshtml-adobe/0003-mshtml-msxml3-tests-Add-tests-for-XMLSerializer-and-.patch	no
300	msxml3-FreeThreadedXMLHTTP60	tkg-patches	msxml3-FreeThreadedXMLHTTP60/0001-include-Remove-interfaces-already-define-in-msxml6.i.patch	3	medium	4	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/msxml3-FreeThreadedXMLHTTP60/0001-include-Remove-interfaces-already-define-in-msxml6.i.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/msxml3-FreeThreadedXMLHTTP60/0001-include-Remove-interfaces-already-define-in-msxml6.i.patch	no
301	msxml3-FreeThreadedXMLHTTP60	tkg-patches	msxml3-FreeThreadedXMLHTTP60/0002-msxml3-Implement-FreeThreadedXMLHTTP60.patch	3	medium	8	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/msxml3-FreeThreadedXMLHTTP60/0002-msxml3-Implement-FreeThreadedXMLHTTP60.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/msxml3-FreeThreadedXMLHTTP60/0002-msxml3-Implement-FreeThreadedXMLHTTP60.patch	no
302	msxml3-FreeThreadedXMLHTTP60	tkg-patches	msxml3-FreeThreadedXMLHTTP60/0003-msxml3-Implement-IXMLHTTPRequest3-SetProperty.patch	3	medium	1	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/msxml3-FreeThreadedXMLHTTP60/0003-msxml3-Implement-IXMLHTTPRequest3-SetProperty.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/msxml3-FreeThreadedXMLHTTP60/0003-msxml3-Implement-IXMLHTTPRequest3-SetProperty.patch	no
303	msxml3-FreeThreadedXMLHTTP60	tkg-patches	msxml3-FreeThreadedXMLHTTP60/0004-msxml3-Correct-xml_http_request_2_GetResponseHeader.patch	3	medium	1	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/msxml3-FreeThreadedXMLHTTP60/0004-msxml3-Correct-xml_http_request_2_GetResponseHeader.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/msxml3-FreeThreadedXMLHTTP60/0004-msxml3-Correct-xml_http_request_2_GetResponseHeader.patch	no
304	msxml3-FreeThreadedXMLHTTP60	tkg-patches	msxml3-FreeThreadedXMLHTTP60/0005-msxml3-Treat-body-as-data-array-in-xml_http_request_.patch	3	medium	1	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/msxml3-FreeThreadedXMLHTTP60/0005-msxml3-Treat-body-as-data-array-in-xml_http_request_.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/msxml3-FreeThreadedXMLHTTP60/0005-msxml3-Treat-body-as-data-array-in-xml_http_request_.patch	no
305	msxml3-FreeThreadedXMLHTTP60	tkg-patches	msxml3-FreeThreadedXMLHTTP60/0006-msxml3-Try-to-get-body-size-from-stream-in-xml_http_.patch	3	medium	1	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/msxml3-FreeThreadedXMLHTTP60/0006-msxml3-Try-to-get-body-size-from-stream-in-xml_http_.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/msxml3-FreeThreadedXMLHTTP60/0006-msxml3-Try-to-get-body-size-from-stream-in-xml_http_.patch	no
306	msxml3-FreeThreadedXMLHTTP60	tkg-patches	msxml3-FreeThreadedXMLHTTP60/0007-msxml3-Don-t-fail-xml_http_request_2_IRtwqAsyncCallb.patch	3	medium	1	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/msxml3-FreeThreadedXMLHTTP60/0007-msxml3-Don-t-fail-xml_http_request_2_IRtwqAsyncCallb.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/msxml3-FreeThreadedXMLHTTP60/0007-msxml3-Don-t-fail-xml_http_request_2_IRtwqAsyncCallb.patch	no
308	msxml3-write_out_doc	tkg-patches	msxml3-write_out_doc/0001-msxml3-Write-to-DOMDocument-mxwriter-destination-in-.patch	3	medium	1	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/msxml3-write_out_doc/0001-msxml3-Write-to-DOMDocument-mxwriter-destination-in-.patch	/home/mikhail/winlator-wine-proton-arm64ec-wcp/ci/wine11-arm64ec/patch-overrides/wave6-selective-rebase/308.patch	yes
317	ntdll-Hide_Wine_Exports	tkg-patches	ntdll-Hide_Wine_Exports/0001-ntdll-Add-support-for-hiding-wine-version-informatio.patch	1	high	2	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/ntdll-Hide_Wine_Exports/0001-ntdll-Add-support-for-hiding-wine-version-informatio.patch	/home/mikhail/winlator-wine-proton-arm64ec-wcp/ci/wine11-arm64ec/patch-overrides/wave6-selective-rebase/317.patch	yes
318	ntdll-Junction_Points	tkg-patches	ntdll-Junction_Points/0024-ntdll-Add-support-for-creating-Unix-Linux-symlinks.patch	1	high	2	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/ntdll-Junction_Points/0024-ntdll-Add-support-for-creating-Unix-Linux-symlinks.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/ntdll-Junction_Points/0024-ntdll-Add-support-for-creating-Unix-Linux-symlinks.patch	no
319	ntdll-Junction_Points	tkg-patches	ntdll-Junction_Points/0025-ntdll-Report-regular-Unix-symlinks-as-WSL-Linux-Unix.patch	1	high	1	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/ntdll-Junction_Points/0025-ntdll-Report-regular-Unix-symlinks-as-WSL-Linux-Unix.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/ntdll-Junction_Points/0025-ntdll-Report-regular-Unix-symlinks-as-WSL-Linux-Unix.patch	no
321	ntdll-NtQueryVirtualMemory	tkg-patches	ntdll-NtQueryVirtualMemory/0005-ntdll-tests-Add-test-to-ensure-section-name-is-full-.patch	1	high	1	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/ntdll-NtQueryVirtualMemory/0005-ntdll-tests-Add-test-to-ensure-section-name-is-full-.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/ntdll-NtQueryVirtualMemory/0005-ntdll-tests-Add-test-to-ensure-section-name-is-full-.patch	no
323	ntdll-NtQueryVirtualMemory	tkg-patches	ntdll-NtQueryVirtualMemory/0009-ntdll-Fixup-builtin-dll-names-in-get_section_name.patch	1	high	2	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/ntdll-NtQueryVirtualMemory/0009-ntdll-Fixup-builtin-dll-names-in-get_section_name.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/ntdll-NtQueryVirtualMemory/0009-ntdll-Fixup-builtin-dll-names-in-get_section_name.patch	no
324	ntdll-RtlQueryPackageIdentity	tkg-patches	ntdll-RtlQueryPackageIdentity/0003-ntdll-tests-Add-basic-tests-for-RtlQueryPackageIdent.patch	1	high	2	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/ntdll-RtlQueryPackageIdentity/0003-ntdll-tests-Add-basic-tests-for-RtlQueryPackageIdent.patch	/home/mikhail/winlator-wine-proton-arm64ec-wcp/ci/wine11-arm64ec/patch-overrides/wave6-selective-rebase/324.patch	yes
325	ntdll-Serial_Port_Detection	tkg-patches	ntdll-Serial_Port_Detection/0001-ntdll-Do-a-device-check-before-returning-a-default-s.patch	1	medium	3	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/ntdll-Serial_Port_Detection/0001-ntdll-Do-a-device-check-before-returning-a-default-s.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/ntdll-Serial_Port_Detection/0001-ntdll-Do-a-device-check-before-returning-a-default-s.patch	no
329	ntdll-ext4-case-folder	tkg-patches	ntdll-ext4-case-folder/0002-ntdll-server-Mark-drive_c-as-case-insensitive-when-c.patch	1	high	1	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/ntdll-ext4-case-folder/0002-ntdll-server-Mark-drive_c-as-case-insensitive-when-c.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/ntdll-ext4-case-folder/0002-ntdll-server-Mark-drive_c-as-case-insensitive-when-c.patch	no
330	nvapi-Stub_DLL	tkg-patches	nvapi-Stub_DLL/0001-nvapi-First-implementation.patch	3	medium	2	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/nvapi-Stub_DLL/0001-nvapi-First-implementation.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/nvapi-Stub_DLL/0001-nvapi-First-implementation.patch	no
348	nvapi-Stub_DLL	tkg-patches	nvapi-Stub_DLL/0019-wined3d-Make-depth-bounds-test-into-a-proper-state.patch	2	medium	4	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/nvapi-Stub_DLL/0019-wined3d-Make-depth-bounds-test-into-a-proper-state.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/nvapi-Stub_DLL/0019-wined3d-Make-depth-bounds-test-into-a-proper-state.patch	no
349	nvapi-Stub_DLL	tkg-patches	nvapi-Stub_DLL/0020-d3d11-Introduce-a-COM-interface-to-retrieve-the-wine.patch	2	medium	2	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/nvapi-Stub_DLL/0020-d3d11-Introduce-a-COM-interface-to-retrieve-the-wine.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/nvapi-Stub_DLL/0020-d3d11-Introduce-a-COM-interface-to-retrieve-the-wine.patch	no
350	nvapi-Stub_DLL	tkg-patches	nvapi-Stub_DLL/0021-nvapi-Implement-NvAPI_D3D11_SetDepthBoundsTest.patch	2	medium	3	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/nvapi-Stub_DLL/0021-nvapi-Implement-NvAPI_D3D11_SetDepthBoundsTest.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/nvapi-Stub_DLL/0021-nvapi-Implement-NvAPI_D3D11_SetDepthBoundsTest.patch	no
355	odbc32-fixes	tkg-patches	odbc32-fixes/0005-odbc32-SQLGetData-support-ODBC-v2.0.patch	3	medium	1	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/odbc32-fixes/0005-odbc32-SQLGetData-support-ODBC-v2.0.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/odbc32-fixes/0005-odbc32-SQLGetData-support-ODBC-v2.0.patch	no
368	odbc32-fixes	tkg-patches	odbc32-fixes/0022-odbc32-SQLBindCol-remap-unicode-field-when-using-ANS.patch	3	medium	1	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/odbc32-fixes/0022-odbc32-SQLBindCol-remap-unicode-field-when-using-ANS.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/odbc32-fixes/0022-odbc32-SQLBindCol-remap-unicode-field-when-using-ANS.patch	no
378	server-File_Permissions	tkg-patches	server-File_Permissions/0004-advapi32-tests-Add-tests-for-ACL-inheritance-in-Crea.patch	3	medium	1	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/server-File_Permissions/0004-advapi32-tests-Add-tests-for-ACL-inheritance-in-Crea.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/server-File_Permissions/0004-advapi32-tests-Add-tests-for-ACL-inheritance-in-Crea.patch	no
379	server-File_Permissions	tkg-patches	server-File_Permissions/0005-advapi32-tests-Add-ACL-inheritance-tests-for-creatin.patch	3	medium	1	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/server-File_Permissions/0005-advapi32-tests-Add-ACL-inheritance-tests-for-creatin.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/server-File_Permissions/0005-advapi32-tests-Add-ACL-inheritance-tests-for-creatin.patch	no
380	server-Inherited_ACLs	tkg-patches	server-Inherited_ACLs/0001-server-Inherit-security-attributes-from-parent-direc.patch	1	high	2	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/server-Inherited_ACLs/0001-server-Inherit-security-attributes-from-parent-direc.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/server-Inherited_ACLs/0001-server-Inherit-security-attributes-from-parent-direc.patch	no
381	server-PeekMessage	tkg-patches	server-PeekMessage/0001-server-Fix-handling-of-GetMessage-after-previous-Pee.patch	1	high	2	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/server-PeekMessage/0001-server-Fix-handling-of-GetMessage-after-previous-Pee.patch	/home/mikhail/winlator-wine-proton-arm64ec-wcp/ci/wine11-arm64ec/patch-overrides/wave6-selective-rebase/381.patch	yes
382	server-Signal_Thread	tkg-patches	server-Signal_Thread/0001-server-Do-not-signal-thread-until-it-is-really-gone.patch	1	high	2	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/server-Signal_Thread/0001-server-Do-not-signal-thread-until-it-is-really-gone.patch	/home/mikhail/winlator-wine-proton-arm64ec-wcp/ci/wine11-arm64ec/patch-overrides/wave6-selective-rebase/382.patch	yes
385	server-Stored_ACLs	tkg-patches	server-Stored_ACLs/0003-server-Add-a-helper-function-set_sd_from_token_inter.patch	1	high	2	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/server-Stored_ACLs/0003-server-Add-a-helper-function-set_sd_from_token_inter.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/server-Stored_ACLs/0003-server-Add-a-helper-function-set_sd_from_token_inter.patch	no
387	server-Stored_ACLs	tkg-patches	server-Stored_ACLs/0005-server-Store-file-security-attributes-with-extended-.patch	1	high	1	wine	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/server-Stored_ACLs/0005-server-Store-file-security-attributes-with-extended-.patch	/home/mikhail/Загрузки/wine-tkg-git-master(1) (2)/patches/server-Stored_ACLs/0005-server-Store-file-security-attributes-with-extended-.patch	no
